"Dist Code","Year","State Code","State Name","Dist Name","JANUARY PERCIPITATION (Millimeters)","FEBRUARY PERCIPITATION (Millimeters)","MARCH PERCIPITATION (Millimeters)","APRIL PERCIPITATION (Millimeters)","MAY PERCIPITATION (Millimeters)","JUNE PERCIPITATION (Millimeters)","JULY PERCIPITATION (Millimeters)","AUGUST PERCIPITATION (Millimeters)","SEPTEMBER PERCIPITATION (Millimeters)","OCTOBER PERCIPITATION (Millimeters)","NOVEMBER PERCIPITATION (Millimeters)","DECEMBER PERCIPITATION (Millimeters)"
"1","1958","14","Chhattisgarh","Durg","2.38","2.56","21.02","16.93","6.36","109.24","393.08","392.54","354.79","86.11","4.32","0.0"
"1","1959","14","Chhattisgarh","Durg","11.22","6.86","1.52","29.44","18.03","228.39","467.9","312.9","402.07","69.34","0.0","1.06"
"1","1960","14","Chhattisgarh","Durg","15.24","0.0","59.47","21.14","11.24","178.34","492.84","252.01","158.82","69.31","0.0","0.0"
"1","1961","14","Chhattisgarh","Durg","3.41","10.91","20.35","12.03","25.91","186.7","482.5","410.7","507.11","86.3","0.94","7.32"
"1","1962","14","Chhattisgarh","Durg","107.55","75.15","55.73","44.66","37.4","32.23","251.48","251.84","251.84","183.22","138.37","124.88"
"1","1963","14","Chhattisgarh","Durg","0.22","10.86","17.52","37.68","11.42","220.72","345.62","396.69","255.53","81.61","0.0","0.0"
"1","1964","14","Chhattisgarh","Durg","0.0","10.91","9.3","6.29","2.07","159.36","282.89","490.97","231.82","43.23","0.37","0.0"
"1","1965","14","Chhattisgarh","Durg","8.38","3.84","29.32","15.38","6.83","174.3","280.3","166.4","278.58","6.79","0.0","0.15"
"1","1966","14","Chhattisgarh","Durg","72.23","54.19","43.69","36.73","31.75","27.98","251.84","251.84","251.84","181.54","131.43","105.61"
"1","1967","14","Chhattisgarh","Durg","0.62","0.0","138.8","12.83","5.07","206.98","464.88","256.95","134.29","6.68","0.0","61.54"
"1","1968","14","Chhattisgarh","Durg","9.28","22.99","67.55","38.44","3.12","142.2","404.21","181.39","419.42","18.61","0.36","3.37"
"1","1969","14","Chhattisgarh","Durg","0.71","0.19","5.78","3.46","34.85","93.17","593.43","247.36","375.04","8.15","0.68","16.26"
"1","1970","14","Chhattisgarh","Durg","81.51","58.94","46.63","38.74","33.22","190.36","251.84","251.84","251.84","182.38","137.81","106.87"
"1","1971","14","Chhattisgarh","Durg","79.08","57.75","45.91","38.26","32.87","160.26","228.53","251.84","251.84","241.48","188.09","146.12"
"1","1972","14","Chhattisgarh","Durg","109.56","74.08","55.18","44.32","37.16","32.06","178.63","251.75","250.55","190.01","144.75","107.53"
"1","1973","14","Chhattisgarh","Durg","76.16","56.23","44.95","37.6","32.38","28.47","251.84","251.84","251.84","251.84","195.26","152.56"
"1","1974","14","Chhattisgarh","Durg","0.0","4.33","3.63","1.29","12.04","161.17","312.36","282.21","88.16","180.22","2.04","0.0"
"1","1975","14","Chhattisgarh","Durg","3.52","22.39","31.01","2.3","7.17","321.14","355.96","316.88","399.77","121.27","0.09","0.0"
"1","1976","14","Chhattisgarh","Durg","2.75","0.0","17.43","17.28","18.13","90.71","449.6","353.17","283.83","0.47","3.96","1.32"
"1","1977","14","Chhattisgarh","Durg","0.15","0.29","10.32","10.02","20.89","204.95","341.19","372.12","192.21","34.99","8.41","9.38"
"1","1978","14","Chhattisgarh","Durg","9.44","28.59","52.46","25.89","6.07","189.55","397.67","372.88","122.04","15.51","3.75","20.62"
"1","1979","14","Chhattisgarh","Durg","9.44","43.68","0.0","1.47","14.39","223.02","326.19","395.33","206.13","24.28","2.46","4.79"
"1","1980","14","Chhattisgarh","Durg","3.41","2.13","5.75","9.1","2.15","260.27","339.83","379.15","181.84","4.48","0.0","12.34"
"1","1981","14","Chhattisgarh","Durg","9.53","0.0","46.61","9.96","20.7","207.92","423.02","336.56","421.28","25.55","0.08","7.02"
"1","1982","14","Chhattisgarh","Durg","20.23","9.06","11.25","15.92","15.11","171.24","352.61","261.65","248.46","40.14","1.18","0.0"
"1","1983","14","Chhattisgarh","Durg","1.28","11.68","11.66","4.23","12.94","160.88","425.86","348.1","379.33","60.36","0.08","6.97"
"1","1984","14","Chhattisgarh","Durg","17.02","21.15","1.26","13.51","5.38","114.0","395.23","293.67","82.37","33.39","0.0","0.0"
"1","1985","14","Chhattisgarh","Durg","16.39","1.88","2.4","11.39","12.31","217.15","409.35","362.79","202.64","122.2","0.08","1.07"
"1","1986","14","Chhattisgarh","Durg","13.22","25.22","7.74","6.93","14.96","198.13","333.36","378.81","148.95","15.24","3.02","20.04"
"1","1987","14","Chhattisgarh","Durg","7.95","6.44","24.92","2.81","19.9","114.61","277.82","343.9","145.77","45.02","3.87","4.2"
"1","1988","14","Chhattisgarh","Durg","0.21","2.29","15.45","24.73","13.57","178.09","397.07","259.84","288.98","28.21","1.32","2.3"
"1","1989","14","Chhattisgarh","Durg","0.2","0.0","81.74","1.18","15.17","173.94","340.54","322.19","192.57","10.99","0.23","12.93"
"1","1990","14","Chhattisgarh","Durg","0.95","33.63","55.81","2.65","57.95","302.85","432.08","456.39","206.78","92.36","0.79","11.96"
"1","1991","14","Chhattisgarh","Durg","8.56","2.54","22.98","19.28","10.58","187.1","445.81","328.45","153.59","23.32","3.04","4.82"
"1","1992","14","Chhattisgarh","Durg","2.6","0.77","0.02","2.52","13.54","85.7","347.37","363.58","204.1","26.89","1.44","0.0"
"1","1993","14","Chhattisgarh","Durg","0.27","6.72","69.33","8.81","23.8","154.96","405.4","225.41","357.84","70.82","0.4","0.6"
"1","1994","14","Chhattisgarh","Durg","8.0","17.48","0.0","13.18","19.25","184.63","707.06","351.32","262.14","88.34","0.53","0.0"
"1","1995","14","Chhattisgarh","Durg","25.11","1.94","110.31","10.16","15.24","123.97","457.04","257.7","298.12","55.38","0.43","1.78"
"1","1996","14","Chhattisgarh","Durg","6.76","6.1","14.6","27.81","1.15","112.16","299.23","274.33","163.7","51.79","1.0","1.2"
"1","1997","14","Chhattisgarh","Durg","8.74","0.08","8.98","16.65","13.32","70.74","275.7","260.17","232.36","49.97","7.29","38.83"
"1","1998","14","Chhattisgarh","Durg","4.35","24.09","48.27","19.49","18.6","120.71","326.61","256.53","270.12","76.24","7.99","0.0"
"1","1999","14","Chhattisgarh","Durg","0.21","12.17","1.03","0.0","29.45","139.0","248.48","409.45","317.83","77.24","0.01","0.15"
"1","2000","14","Chhattisgarh","Durg","0.03","21.03","0.0","4.11","19.42","240.18","381.32","251.41","132.23","11.68","0.0","0.0"
"1","2001","14","Chhattisgarh","Durg","2.5","0.03","31.94","24.72","30.1","264.28","329.69","359.6","124.07","91.44","1.75","0.4"
"1","2002","14","Chhattisgarh","Durg","15.53","8.32","7.63","12.01","23.04","212.38","184.16","383.43","144.89","26.7","0.18","0.19"
"1","2003","14","Chhattisgarh","Durg","1.06","17.23","64.49","8.65","3.22","142.01","472.62","340.73","225.7","78.67","0.1","24.03"
"1","2004","14","Chhattisgarh","Durg","22.82","3.98","0.93","11.13","10.41","199.75","363.63","303.35","199.38","35.69","0.71","0.0"
"1","2005","14","Chhattisgarh","Durg","12.61","9.12","31.87","6.9","13.55","170.42","324.16","231.59","375.8","89.31","0.09","1.59"
"1","2006","14","Chhattisgarh","Durg","0.0","0.0","108.53","22.28","38.36","112.97","545.2","294.19","328.27","5.32","3.1","0.0"
"1","2007","14","Chhattisgarh","Durg","0.0","13.3","8.74","6.93","10.4","199.69","329.53","316.76","240.64","22.51","0.55","2.97"
"1","2008","14","Chhattisgarh","Durg","4.31","6.56","31.01","7.95","12.8","262.58","381.26","290.36","253.02","22.89","0.08","0.0"
"1","2009","14","Chhattisgarh","Durg","0.83","0.0","14.23","1.88","32.2","103.73","478.27","235.01","199.6","51.71","2.84","2.57"
"1","2010","14","Chhattisgarh","Durg","8.23","3.95","24.68","6.77","10.64","138.72","495.88","453.18","350.1","47.14","5.18","11.1"
"1","2011","14","Chhattisgarh","Durg","0.0","5.55","2.77","24.39","25.82","212.75","284.5","335.78","312.44","4.76","0.0","0.0"
"1","2012","14","Chhattisgarh","Durg","13.2","1.51","0.75","15.44","12.48","115.4","549.68","393.18","390.24","14.65","1.74","0.0"
"1","2013","14","Chhattisgarh","Durg","2.24","6.78","19.43","19.49","4.99","423.35","501.63","316.04","179.62","125.18","0.2","0.0"
"1","2014","14","Chhattisgarh","Durg","5.13","16.93","66.89","18.12","19.57","106.58","441.29","221.71","372.46","23.57","0.1","1.31"
"1","2015","14","Chhattisgarh","Durg","4.05","4.33","94.54","36.13","22.56","345.96","179.88","399.4","350.0","11.11","0.09","0.3"
"1","2016","14","Chhattisgarh","Durg","2.34","6.29","60.88","7.32","11.03","226.3","480.88","255.36","252.56","68.85","0.26","2.36"
"1","2017","14","Chhattisgarh","Durg","1.95","3.1","8.53","4.58","20.66","195.81","437.37","364.57","296.05","52.05","1.88","2.38"
"1","2018","14","Chhattisgarh","Durg","1.59","3.4","6.9","23.76","17.27","223.7","479.89","315.85","229.59","13.16","0.26","9.44"
"1","2019","14","Chhattisgarh","Durg","7.46","18.24","19.28","6.16","1.78","61.35","355.73","255.31","387.62","72.39","0.0","4.13"
"1","2020","14","Chhattisgarh","Durg","14.34","26.74","120.53","8.59","9.17","159.56","275.66","468.88","234.72","125.47","0.5","0.38"
"1","2021","14","Chhattisgarh","Durg","0.35","4.76","3.67","2.68","18.65","242.38","336.01","141.41","356.73","33.79","6.63","16.07"
"1","2022","14","Chhattisgarh","Durg","15.01","2.42","0.97","0.98","7.01","143.28","538.88","443.87","270.15","81.32","0.0","3.03"
"1","2023","14","Chhattisgarh","Durg","0.0","0.0","31.21","28.98","13.54","208.6","373.14","234.2","443.53","9.34","1.07","14.7"
"2","1958","14","Chhattisgarh","Bastar","3.56","2.15","11.23","66.85","37.91","80.36","505.21","396.15","318.75","161.22","24.25","0.0"
"2","1959","14","Chhattisgarh","Bastar","8.53","10.5","0.03","31.02","29.32","266.38","504.9","420.33","320.96","113.13","0.69","3.21"
"2","1960","14","Chhattisgarh","Bastar","0.26","0.0","32.0","19.68","46.92","206.32","391.46","275.33","275.61","107.04","1.87","4.67"
"2","1961","14","Chhattisgarh","Bastar","1.4","25.32","26.41","22.96","41.08","223.84","430.63","354.07","285.09","187.21","23.81","0.47"
"2","1962","14","Chhattisgarh","Bastar","90.28","61.81","46.36","37.41","31.48","27.33","217.5","217.5","217.5","198.6","151.98","126.69"
"2","1963","14","Chhattisgarh","Bastar","0.0","0.09","9.25","113.04","29.64","151.94","333.87","455.48","266.0","184.37","0.0","0.0"
"2","1964","14","Chhattisgarh","Bastar","0.24","17.46","4.07","56.52","15.03","130.51","268.56","488.18","397.19","108.21","7.27","1.46"
"2","1965","14","Chhattisgarh","Bastar","4.42","0.46","17.95","36.21","28.61","121.06","479.38","302.82","269.66","12.42","1.08","6.0"
"2","1966","14","Chhattisgarh","Bastar","53.67","41.74","34.39","29.33","25.61","22.8","217.5","217.5","217.5","166.85","123.23","89.91"
"2","1967","14","Chhattisgarh","Bastar","6.01","0.0","94.17","36.04","4.02","219.28","421.25","323.55","217.0","22.29","0.13","70.09"
"2","1968","14","Chhattisgarh","Bastar","15.74","13.38","33.79","79.77","22.64","154.17","373.1","103.7","369.83","85.34","15.53","4.33"
"2","1969","14","Chhattisgarh","Bastar","0.9","0.0","7.49","18.62","74.66","144.3","576.18","274.98","351.26","75.23","32.81","56.94"
"2","1970","14","Chhattisgarh","Bastar","92.33","60.67","45.85","37.12","31.28","164.19","217.5","217.5","217.5","165.26","116.6","82.51"
"2","1971","14","Chhattisgarh","Bastar","57.34","44.01","35.9","30.43","26.44","44.07","129.06","217.5","217.5","198.75","145.19","103.33"
"2","1972","14","Chhattisgarh","Bastar","69.64","50.65","40.03","33.27","28.53","25.47","217.45","217.5","217.5","198.45","167.85","117.6"
"2","1973","14","Chhattisgarh","Bastar","75.89","53.45","41.75","34.44","29.38","38.35","217.44","217.5","217.5","217.5","159.76","114.2"
"2","1974","14","Chhattisgarh","Bastar","0.0","3.64","12.23","17.84","38.8","242.69","256.76","251.97","180.48","156.18","16.97","0.0"
"2","1975","14","Chhattisgarh","Bastar","2.0","8.49","2.14","20.93","46.01","349.69","345.46","429.22","431.07","215.09","6.12","0.04"
"2","1976","14","Chhattisgarh","Bastar","0.33","0.66","6.66","44.06","45.19","91.86","550.24","440.33","203.32","16.78","44.44","2.91"
"2","1977","14","Chhattisgarh","Bastar","0.55","0.04","1.27","80.87","60.12","167.81","384.0","421.69","148.1","53.97","69.0","14.5"
"2","1978","14","Chhattisgarh","Bastar","20.82","13.55","16.07","62.99","28.81","267.87","462.6","503.61","238.21","45.16","29.61","2.58"
"2","1979","14","Chhattisgarh","Bastar","20.82","17.04","0.22","32.13","55.44","245.3","310.46","311.86","308.7","66.14","25.13","11.59"
"2","1980","14","Chhattisgarh","Bastar","1.37","0.09","9.01","24.53","21.12","329.88","461.03","356.28","237.59","40.99","5.65","5.9"
"2","1981","14","Chhattisgarh","Bastar","17.77","0.0","37.37","49.53","39.53","170.8","367.08","372.99","349.73","43.19","2.94","3.13"
"2","1982","14","Chhattisgarh","Bastar","1.92","2.27","11.62","64.07","28.96","162.08","453.66","397.59","258.69","94.01","20.17","0.1"
"2","1983","14","Chhattisgarh","Bastar","0.26","13.6","11.73","4.99","38.36","273.14","416.44","451.24","298.59","96.84","3.1","10.62"
"2","1984","14","Chhattisgarh","Bastar","7.87","8.57","4.85","40.51","42.1","180.23","427.05","268.74","174.03","54.73","1.87","1.37"
"2","1985","14","Chhattisgarh","Bastar","27.55","0.62","4.33","5.17","20.75","262.28","334.89","426.02","240.02","189.31","2.29","6.94"
"2","1986","14","Chhattisgarh","Bastar","24.85","17.79","2.42","46.0","21.22","191.98","332.04","572.8","149.82","37.29","49.8","15.08"
"2","1987","14","Chhattisgarh","Bastar","3.03","0.26","26.21","45.45","44.65","115.78","263.18","351.63","106.3","74.14","20.48","4.4"
"2","1988","14","Chhattisgarh","Bastar","0.0","3.8","2.95","57.6","49.45","138.49","572.64","326.54","293.85","40.12","7.79","6.64"
"2","1989","14","Chhattisgarh","Bastar","0.0","0.0","50.75","7.12","50.8","163.32","506.0","446.56","266.18","23.33","0.78","3.18"
"2","1990","14","Chhattisgarh","Bastar","2.07","42.62","67.56","12.43","96.0","213.16","368.4","618.6","222.27","214.55","18.29","12.74"
"2","1991","14","Chhattisgarh","Bastar","13.69","0.15","11.37","27.5","44.75","211.33","444.99","305.9","313.32","84.92","53.91","1.06"
"2","1992","14","Chhattisgarh","Bastar","4.98","0.62","0.0","8.99","40.29","132.97","433.38","433.05","217.84","50.71","31.09","0.0"
"2","1993","14","Chhattisgarh","Bastar","0.67","0.63","16.31","44.58","51.15","144.81","361.89","234.35","296.99","160.7","0.44","1.03"
"2","1994","14","Chhattisgarh","Bastar","3.53","5.22","0.0","26.0","61.0","118.99","671.16","353.97","225.19","102.56","16.63","0.0"
"2","1995","14","Chhattisgarh","Bastar","37.59","0.17","52.31","24.27","69.59","142.68","505.05","293.0","284.54","170.67","5.5","0.0"
"2","1996","14","Chhattisgarh","Bastar","5.2","4.97","8.65","58.41","5.17","195.65","323.58","328.29","158.84","77.21","4.6","4.22"
"2","1997","14","Chhattisgarh","Bastar","12.29","0.08","15.09","73.91","18.39","64.05","280.75","280.75","276.47","26.86","57.06","38.21"
"2","1998","14","Chhattisgarh","Bastar","5.44","20.79","14.68","35.24","43.34","144.8","414.85","250.06","255.28","181.51","70.83","0.0"
"2","1999","14","Chhattisgarh","Bastar","0.1","0.62","0.64","1.41","60.01","216.67","213.07","565.93","206.0","80.39","0.33","0.0"
"2","2000","14","Chhattisgarh","Bastar","0.0","26.29","0.07","22.33","30.62","325.44","298.85","456.13","134.96","28.37","0.23","0.1"
"2","2001","14","Chhattisgarh","Bastar","2.25","0.0","10.41","44.76","53.78","208.51","347.89","524.19","165.12","90.68","38.2","1.16"
"2","2002","14","Chhattisgarh","Bastar","32.86","0.53","6.6","56.88","40.69","166.38","241.24","486.54","91.59","37.47","1.02","0.0"
"2","2003","14","Chhattisgarh","Bastar","2.56","9.18","42.79","14.41","6.22","65.77","586.82","410.35","171.0","275.87","0.31","52.73"
"2","2004","14","Chhattisgarh","Bastar","37.27","5.59","2.05","30.34","29.31","223.56","437.36","323.14","240.45","114.08","2.8","0.0"
"2","2005","14","Chhattisgarh","Bastar","15.18","11.48","9.82","21.35","46.33","137.31","380.13","262.02","430.03","229.81","2.43","0.01"
"2","2006","14","Chhattisgarh","Bastar","0.0","0.0","46.91","98.25","56.12","104.52","547.19","307.42","364.68","25.86","62.44","0.0"
"2","2007","14","Chhattisgarh","Bastar","0.0","8.5","0.46","11.98","24.89","224.68","266.06","403.5","218.36","90.73","1.93","6.55"
"2","2008","14","Chhattisgarh","Bastar","6.63","14.34","14.5","16.23","23.21","208.78","444.51","360.94","310.1","14.0","4.62","0.0"
"2","2009","14","Chhattisgarh","Bastar","0.0","0.0","11.07","5.67","79.05","83.16","522.94","312.66","180.08","54.88","10.86","0.56"
"2","2010","14","Chhattisgarh","Bastar","15.2","3.23","17.61","58.43","47.58","175.15","568.8","524.38","451.77","153.19","55.76","19.26"
"2","2011","14","Chhattisgarh","Bastar","0.0","9.11","0.29","54.77","83.82","88.88","311.78","333.8","334.11","5.71","0.47","0.13"
"2","2012","14","Chhattisgarh","Bastar","20.08","0.15","0.87","85.55","44.55","123.0","596.15","536.57","389.98","49.55","21.75","0.0"
"2","2013","14","Chhattisgarh","Bastar","0.25","5.39","0.84","83.37","23.89","386.8","348.67","249.1","179.89","217.85","5.82","0.0"
"2","2014","14","Chhattisgarh","Bastar","0.11","2.34","39.78","43.8","51.63","114.44","433.24","301.1","499.47","80.01","2.94","0.21"
"2","2015","14","Chhattisgarh","Bastar","0.38","2.83","49.67","72.84","44.47","365.37","179.91","444.75","528.28","16.86","2.28","0.62"
"2","2016","14","Chhattisgarh","Bastar","1.0","1.29","54.27","20.24","57.36","293.68","440.69","298.33","322.08","122.53","0.68","2.08"
"2","2017","14","Chhattisgarh","Bastar","0.0","0.0","2.08","8.79","41.22","233.98","478.59","404.39","240.5","118.13","5.57","1.0"
"2","2018","14","Chhattisgarh","Bastar","0.0","0.0","0.0","79.77","31.59","203.0","431.85","437.32","273.98","15.91","1.12","17.11"
"2","2019","14","Chhattisgarh","Bastar","14.86","3.97","2.51","29.01","15.43","137.89","470.76","443.21","454.13","283.45","4.42","3.57"
"2","2020","14","Chhattisgarh","Bastar","15.32","24.85","31.77","57.76","15.33","214.73","362.58","482.24","218.8","207.21","17.01","0.0"
"2","2021","14","Chhattisgarh","Bastar","0.0","4.18","1.86","35.49","35.6","201.74","279.58","229.39","390.15","68.21","58.46","1.61"
"2","2022","14","Chhattisgarh","Bastar","41.08","0.88","0.0","14.18","25.46","125.89","705.69","519.83","401.27","107.73","0.56","2.55"
"2","2023","14","Chhattisgarh","Bastar","0.4","0.0","53.05","42.54","47.53","93.05","524.93","235.7","403.43","9.48","14.78","36.94"
"3","1958","14","Chhattisgarh","Raipur","1.75","2.72","22.33","13.74","5.45","110.91","448.57","415.2","333.49","84.0","5.21","0.0"
"3","1959","14","Chhattisgarh","Raipur","7.49","6.2","1.5","21.09","13.56","238.5","515.35","349.7","370.84","69.55","0.0","1.23"
"3","1960","14","Chhattisgarh","Raipur","9.25","0.0","57.75","15.8","8.86","189.21","531.33","282.18","159.05","67.75","0.04","0.03"
"3","1961","14","Chhattisgarh","Raipur","2.46","12.68","24.41","9.35","18.29","197.8","524.42","431.06","464.89","84.08","1.42","6.73"
"3","1962","14","Chhattisgarh","Raipur","124.11","90.08","64.5","50.85","42.17","36.12","272.66","272.66","272.66","205.05","158.99","142.06"
"3","1963","14","Chhattisgarh","Raipur","0.18","9.41","19.22","27.91","8.85","221.52","381.51","428.56","256.65","83.81","0.0","0.0"
"3","1964","14","Chhattisgarh","Raipur","0.0","12.53","9.29","5.99","1.67","167.52","317.8","526.8","226.69","45.49","0.69","0.0"
"3","1965","14","Chhattisgarh","Raipur","5.53","2.86","31.26","11.53","5.23","177.59","322.11","188.53","267.1","7.07","0.0","0.41"
"3","1966","14","Chhattisgarh","Raipur","88.88","64.18","50.66","42.04","36.02","31.57","272.66","272.66","272.66","203.23","153.38","125.49"
"3","1967","14","Chhattisgarh","Raipur","0.32","0.0","143.59","9.58","3.65","219.07","495.39","302.32","141.13","7.32","0.0","57.29"
"3","1968","14","Chhattisgarh","Raipur","7.49","22.38","67.7","28.73","2.65","149.25","442.71","196.46","394.09","20.08","0.57","3.02"
"3","1969","14","Chhattisgarh","Raipur","0.64","0.26","6.47","3.29","24.5","97.67","660.95","280.69","352.72","9.28","0.97","18.69"
"3","1970","14","Chhattisgarh","Raipur","99.22","70.39","54.3","44.45","37.74","197.26","272.66","272.66","272.66","204.04","158.03","125.2"
"3","1971","14","Chhattisgarh","Raipur","95.02","68.9","53.39","43.84","37.31","177.27","264.27","272.66","272.66","256.15","203.31","161.54"
"3","1972","14","Chhattisgarh","Raipur","124.45","88.55","63.8","50.44","41.9","35.92","224.6","272.66","272.58","214.16","168.26","129.25"
"3","1973","14","Chhattisgarh","Raipur","94.95","68.21","53.0","43.59","37.13","32.39","272.66","272.66","272.66","272.66","216.31","172.91"
"3","1974","14","Chhattisgarh","Raipur","0.0","3.93","4.22","1.15","9.72","175.74","352.28","291.58","87.69","165.29","2.62","0.0"
"3","1975","14","Chhattisgarh","Raipur","2.64","20.28","31.86","2.2","5.93","337.6","402.66","343.18","383.04","120.0","0.14","0.0"
"3","1976","14","Chhattisgarh","Raipur","1.69","0.16","17.62","13.82","13.73","95.68","503.05","381.62","279.16","0.57","4.78","1.4"
"3","1977","14","Chhattisgarh","Raipur","0.33","0.38","9.97","9.65","16.67","214.47","393.35","394.86","185.37","34.83","11.11","9.54"
"3","1978","14","Chhattisgarh","Raipur","7.1","26.94","49.84","19.84","5.03","209.26","436.71","395.88","136.34","15.49","4.96","17.22"
"3","1979","14","Chhattisgarh","Raipur","7.1","38.86","0.0","1.83","9.58","233.01","369.95","405.4","206.36","26.09","3.26","4.28"
"3","1980","14","Chhattisgarh","Raipur","2.14","1.78","6.89","7.04","1.99","275.51","385.39","392.22","175.95","5.64","0.02","10.34"
"3","1981","14","Chhattisgarh","Raipur","6.87","0.14","48.0","7.68","14.96","206.03","463.56","362.6","390.52","22.82","0.1","6.17"
"3","1982","14","Chhattisgarh","Raipur","12.16","8.3","16.25","12.67","10.34","174.25","395.94","305.56","236.1","39.66","1.77","0.14"
"3","1983","14","Chhattisgarh","Raipur","0.9","11.82","13.26","4.17","10.28","175.73","461.39","375.15","353.69","58.89","0.1","6.08"
"3","1984","14","Chhattisgarh","Raipur","11.4","19.7","1.59","11.06","4.61","129.44","436.39","321.54","86.34","31.46","0.0","0.01"
"3","1985","14","Chhattisgarh","Raipur","11.08","3.13","2.69","6.89","8.09","214.93","437.03","401.07","210.17","117.76","0.11","0.92"
"3","1986","14","Chhattisgarh","Raipur","9.57","21.48","7.17","7.15","10.96","211.76","381.56","421.79","152.8","17.91","4.98","18.58"
"3","1987","14","Chhattisgarh","Raipur","4.33","4.99","23.71","2.94","13.38","104.5","312.49","365.45","167.79","41.62","4.67","3.74"
"3","1988","14","Chhattisgarh","Raipur","0.24","3.12","20.5","17.18","11.06","185.41","445.1","263.0","256.64","27.06","1.4","2.81"
"3","1989","14","Chhattisgarh","Raipur","0.14","0.0","70.86","1.06","13.86","198.6","406.82","357.88","193.91","12.56","0.48","12.52"
"3","1990","14","Chhattisgarh","Raipur","0.67","34.14","64.32","3.46","36.2","302.08","486.45","489.66","202.41","84.94","1.2","9.69"
"3","1991","14","Chhattisgarh","Raipur","7.72","2.07","28.54","12.97","8.23","197.79","501.45","374.05","165.74","26.36","4.55","6.75"
"3","1992","14","Chhattisgarh","Raipur","2.34","2.15","0.05","2.2","11.43","96.06","395.85","372.2","187.65","27.68","1.96","0.0"
"3","1993","14","Chhattisgarh","Raipur","0.2","4.62","57.48","8.7","16.19","160.95","432.31","257.76","320.55","64.56","0.82","0.28"
"3","1994","14","Chhattisgarh","Raipur","4.95","14.61","0.03","9.31","13.25","200.46","711.32","381.69","231.0","76.98","0.72","0.0"
"3","1995","14","Chhattisgarh","Raipur","16.65","2.54","97.99","6.8","11.98","121.91","469.28","271.99","277.05","59.16","1.15","1.14"
"3","1996","14","Chhattisgarh","Raipur","5.58","5.91","12.22","17.6","1.33","145.32","323.63","297.72","137.66","44.27","1.07","1.18"
"3","1997","14","Chhattisgarh","Raipur","6.6","0.26","12.77","13.78","10.12","76.94","300.36","328.4","226.21","38.38","8.4","35.44"
"3","1998","14","Chhattisgarh","Raipur","2.84","22.29","45.92","15.27","14.45","132.03","366.43","268.33","251.3","80.95","9.78","0.0"
"3","1999","14","Chhattisgarh","Raipur","0.12","7.89","0.89","0.0","20.33","162.1","282.87","450.83","270.56","64.37","0.11","0.19"
"3","2000","14","Chhattisgarh","Raipur","0.03","20.09","0.0","3.84","12.48","258.47","378.11","267.27","134.36","11.11","0.0","0.0"
"3","2001","14","Chhattisgarh","Raipur","1.12","0.06","36.13","16.97","19.89","275.68","378.02","401.55","122.64","79.11","2.65","0.38"
"3","2002","14","Chhattisgarh","Raipur","11.88","6.57","8.55","9.07","15.38","194.72","227.35","415.92","139.59","26.22","0.25","0.16"
"3","2003","14","Chhattisgarh","Raipur","0.86","15.59","64.92","5.99","2.09","140.38","511.39","368.12","220.84","92.37","0.14","24.85"
"3","2004","14","Chhattisgarh","Raipur","15.51","4.29","0.71","9.89","6.22","204.95","387.28","345.91","179.26","39.28","0.68","0.0"
"3","2005","14","Chhattisgarh","Raipur","8.33","9.24","31.23","5.26","11.01","168.15","347.99","257.96","354.56","84.52","0.14","2.11"
"3","2006","14","Chhattisgarh","Raipur","0.0","0.0","100.28","17.85","26.17","126.25","585.4","328.51","300.38","4.57","4.16","0.0"
"3","2007","14","Chhattisgarh","Raipur","0.0","17.48","10.28","4.6","8.46","201.75","340.44","355.45","241.66","24.38","0.6","3.0"
"3","2008","14","Chhattisgarh","Raipur","4.16","7.85","28.38","6.7","10.98","296.62","411.62","322.04","241.49","17.86","0.11","0.0"
"3","2009","14","Chhattisgarh","Raipur","0.6","0.0","13.4","1.24","22.44","95.26","523.92","257.56","198.07","44.33","2.96","1.96"
"3","2010","14","Chhattisgarh","Raipur","5.51","3.64","22.04","5.55","10.48","148.13","513.14","453.17","339.42","48.71","6.21","14.8"
"3","2011","14","Chhattisgarh","Raipur","0.0","5.85","1.92","15.48","20.0","229.38","314.61","364.2","308.97","7.16","0.0","0.0"
"3","2012","14","Chhattisgarh","Raipur","10.36","1.12","0.84","13.97","8.83","124.03","607.2","441.43","352.54","14.03","2.78","0.0"
"3","2013","14","Chhattisgarh","Raipur","0.89","6.21","17.28","15.8","4.74","409.57","504.21","328.2","185.81","121.2","0.28","0.0"
"3","2014","14","Chhattisgarh","Raipur","4.25","15.56","66.96","13.58","17.01","114.32","463.63","249.61","378.7","27.13","0.14","0.99"
"3","2015","14","Chhattisgarh","Raipur","2.2","4.31","90.36","26.96","16.33","337.74","205.4","420.55","330.26","11.98","0.31","1.09"
"3","2016","14","Chhattisgarh","Raipur","2.12","6.22","63.97","6.46","9.18","241.41","507.7","288.27","251.87","65.45","0.94","2.54"
"3","2017","14","Chhattisgarh","Raipur","2.16","3.48","10.65","4.28","13.93","199.54","492.12","388.13","261.36","51.03","2.03","2.8"
"3","2018","14","Chhattisgarh","Raipur","1.37","3.97","8.68","17.22","12.48","216.29","503.34","359.04","228.78","16.76","0.94","8.74"
"3","2019","14","Chhattisgarh","Raipur","4.48","14.99","17.29","4.19","1.49","70.74","370.65","328.06","367.79","93.77","0.0","3.09"
